,name,matchday,event_type,count
297725,Robert Lewandowski,19,freeKick,0
297714,Robert Lewandowski,19,goal,1
297745,Robert Lewandowski,19,goalAgainst,0
297722,Robert Lewandowski,19,goalAssist,0
297726,Robert Lewandowski,19,goalMissedFar,0
297731,Robert Lewandowski,19,hattrick,0
297715,Robert Lewandowski,19,interception,1
297743,Robert Lewandowski,19,lostPenalty,0
297729,Robert Lewandowski,19,missedChance,0
297716,Robert Lewandowski,19,offside,1
297733,Robert Lewandowski,19,ownGoal,0
297717,Robert Lewandowski,19,pass,22
297732,Robert Lewandowski,19,penaltyGoal,0
297738,Robert Lewandowski,19,redCard,0
297742,Robert Lewandowski,19,savedPenalty,0
297737,Robert Lewandowski,19,secondYellowCard,0
297727,Robert Lewandowski,19,shotAtGoal,0
297739,Robert Lewandowski,19,successfulTackle,0
297720,Robert Lewandowski,19,superPass,0
297721,Robert Lewandowski,19,throwIn,0
297718,Robert Lewandowski,19,unsuccessfulPass,7
297728,Robert Lewandowski,19,unsuccessfulPenalty,0
297719,Robert Lewandowski,19,unsuccessfulTackle,2
297736,Robert Lewandowski,19,yellowCard,0
298699,Robert Lewandowski,20,awardedPenalty,0
298704,Robert Lewandowski,20,blockedGoalShot,0
298700,Robert Lewandowski,20,causedPenalty,0
298689,Robert Lewandowski,20,cross,0
298708,Robert Lewandowski,20,defended,0
298694,Robert Lewandowski,20,doublePack,0
298705,Robert Lewandowski,20,error,0
298688,Robert Lewandowski,20,farCorner,0
298698,Robert Lewandowski,20,foul,0
298690,Robert Lewandowski,20,freeKick,0
298693,Robert Lewandowski,20,goal,0
298709,Robert Lewandowski,20,goalAgainst,0
298687,Robert Lewandowski,20,goalAssist,0
298677,Robert Lewandowski,20,goalMissedFar,4
298695,Robert Lewandowski,20,hattrick,0
298691,Robert Lewandowski,20,interception,0
298707,Robert Lewandowski,20,lostPenalty,0
298692,Robert Lewandowski,20,missedChance,0
298678,Robert Lewandowski,20,offside,1
298697,Robert Lewandowski,20,ownGoal,0
298679,Robert Lewandowski,20,pass,19
298696,Robert Lewandowski,20,penaltyGoal,0
298703,Robert Lewandowski,20,redCard,0
298706,Robert Lewandowski,20,savedPenalty,0
298702,Robert Lewandowski,20,secondYellowCard,0
298680,Robert Lewandowski,20,shotAtGoal,1
298681,Robert Lewandowski,20,successfulTackle,5
298682,Robert Lewandowski,20,superPass,2
298686,Robert Lewandowski,20,throwIn,0
298683,Robert Lewandowski,20,unsuccessfulPass,4
298684,Robert Lewandowski,20,unsuccessfulPenalty,1
298685,Robert Lewandowski,20,unsuccessfulTackle,4
298701,Robert Lewandowski,20,yellowCard,0
299658,Robert Lewandowski,21,awardedPenalty,0
299663,Robert Lewandowski,21,blockedGoalShot,0
299659,Robert Lewandowski,21,causedPenalty,0
299650,Robert Lewandowski,21,cross,0
299668,Robert Lewandowski,21,defended,0
299654,Robert Lewandowski,21,doublePack,0
299665,Robert Lewandowski,21,error,0
299649,Robert Lewandowski,21,farCorner,0
299637,Robert Lewandowski,21,foul,1
299651,Robert Lewandowski,21,freeKick,0
299638,Robert Lewandowski,21,goal,1
299669,Robert Lewandowski,21,goalAgainst,0
299648,Robert Lewandowski,21,goalAssist,0
299639,Robert Lewandowski,21,goalMissedFar,1
299655,Robert Lewandowski,21,hattrick,0
299652,Robert Lewandowski,21,interception,0
299667,Robert Lewandowski,21,lostPenalty,0
299640,Robert Lewandowski,21,missedChance,1
299664,Robert Lewandowski,21,offside,0
299657,Robert Lewandowski,21,ownGoal,0
299641,Robert Lewandowski,21,pass,20
299656,Robert Lewandowski,21,penaltyGoal,0
299662,Robert Lewandowski,21,redCard,0
299666,Robert Lewandowski,21,savedPenalty,0
299661,Robert Lewandowski,21,secondYellowCard,0
299642,Robert Lewandowski,21,shotAtGoal,2
299643,Robert Lewandowski,21,successfulTackle,6
299646,Robert Lewandowski,21,superPass,0
299647,Robert Lewandowski,21,throwIn,0
299644,Robert Lewandowski,21,unsuccessfulPass,4
299653,Robert Lewandowski,21,unsuccessfulPenalty,0
299645,Robert Lewandowski,21,unsuccessfulTackle,10
299660,Robert Lewandowski,21,yellowCard,0
300624,Robert Lewandowski,22,awardedPenalty,0
300629,Robert Lewandowski,22,blockedGoalShot,0
300625,Robert Lewandowski,22,causedPenalty,0
300614,Robert Lewandowski,22,cross,0
300633,Robert Lewandowski,22,defended,0
300620,Robert Lewandowski,22,doublePack,0
300630,Robert Lewandowski,22,error,0
300613,Robert Lewandowski,22,farCorner,0
300602,Robert Lewandowski,22,foul,3
300615,Robert Lewandowski,22,freeKick,0
300603,Robert Lewandowski,22,goal,1
300634,Robert Lewandowski,22,goalAgainst,0
300612,Robert Lewandowski,22,goalAssist,0
300604,Robert Lewandowski,22,goalMissedFar,1
300621,Robert Lewandowski,22,hattrick,0
300616,Robert Lewandowski,22,interception,0
300632,Robert Lewandowski,22,lostPenalty,0
300619,Robert Lewandowski,22,missedChance,0
300605,Robert Lewandowski,22,offside,1
300623,Robert Lewandowski,22,ownGoal,0
300606,Robert Lewandowski,22,pass,18
300622,Robert Lewandowski,22,penaltyGoal,0
300628,Robert Lewandowski,22,redCard,0
300631,Robert Lewandowski,22,savedPenalty,0
300627,Robert Lewandowski,22,secondYellowCard,0
300617,Robert Lewandowski,22,shotAtGoal,0
300607,Robert Lewandowski,22,successfulTackle,3
300608,Robert Lewandowski,22,superPass,2
300611,Robert Lewandowski,22,throwIn,0
300609,Robert Lewandowski,22,unsuccessfulPass,5
300618,Robert Lewandowski,22,unsuccessfulPenalty,0
300610,Robert Lewandowski,22,unsuccessfulTackle,6
300626,Robert Lewandowski,22,yellowCard,0
301587,Robert Lewandowski,23,awardedPenalty,0
301593,Robert Lewandowski,23,blockedGoalShot,0
301588,Robert Lewandowski,23,causedPenalty,0
301566,Robert Lewandowski,23,cross,1
301597,Robert Lewandowski,23,defended,0
301567,Robert Lewandowski,23,doublePack,1
301594,Robert Lewandowski,23,error,0
301578,Robert Lewandowski,23,farCorner,0
301586,Robert Lewandowski,23,foul,0
301579,Robert Lewandowski,23,freeKick,0
301568,Robert Lewandowski,23,goal,2
301598,Robert Lewandowski,23,goalAgainst,0
301577,Robert Lewandowski,23,goalAssist,0
301580,Robert Lewandowski,23,goalMissedFar,0
301583,Robert Lewandowski,23,hattrick,0
301569,Robert Lewandowski,23,interception,1
301596,Robert Lewandowski,23,lostPenalty,0
301582,Robert Lewandowski,23,missedChance,0
301570,Robert Lewandowski,23,offside,1
301585,Robert Lewandowski,23,ownGoal,0
301571,Robert Lewandowski,23,pass,14
301584,Robert Lewandowski,23,penaltyGoal,0
301591,Robert Lewandowski,23,redCard,0
301595,Robert Lewandowski,23,savedPenalty,0
301590,Robert Lewandowski,23,secondYellowCard,0
301572,Robert Lewandowski,23,shotAtGoal,1
301573,Robert Lewandowski,23,successfulTackle,2
301575,Robert Lewandowski,23,superPass,0
301576,Robert Lewandowski,23,throwIn,0
301574,Robert Lewandowski,23,unsuccessfulPass,7
301581,Robert Lewandowski,23,unsuccessfulPenalty,0
301592,Robert Lewandowski,23,unsuccessfulTackle,0
301589,Robert Lewandowski,23,yellowCard,0
302553,Robert Lewandowski,24,awardedPenalty,0
302557,Robert Lewandowski,24,blockedGoalShot,0
302554,Robert Lewandowski,24,causedPenalty,0
302548,Robert Lewandowski,24,cross,0
302562,Robert Lewandowski,24,defended,0
302531,Robert Lewandowski,24,doublePack,1
302559,Robert Lewandowski,24,error,0
302547,Robert Lewandowski,24,farCorner,0
302532,Robert Lewandowski,24,foul,2
302549,Robert Lewandowski,24,freeKick,0
302533,Robert Lewandowski,24,goal,2
302563,Robert Lewandowski,24,goalAgainst,0
302546,Robert Lewandowski,24,goalAssist,0
302534,Robert Lewandowski,24,goalMissedFar,2
302535,Robert Lewandowski,24,hattrick,1
302536,Robert Lewandowski,24,interception,1
302561,Robert Lewandowski,24,lostPenalty,0
302551,Robert Lewandowski,24,missedChance,0
302558,Robert Lewandowski,24,offside,0
302552,Robert Lewandowski,24,ownGoal,0
302537,Robert Lewandowski,24,pass,18
302538,Robert Lewandowski,24,penaltyGoal,1
302556,Robert Lewandowski,24,redCard,0
302560,Robert Lewandowski,24,savedPenalty,0
302555,Robert Lewandowski,24,secondYellowCard,0
302539,Robert Lewandowski,24,shotAtGoal,4
302540,Robert Lewandowski,24,successfulTackle,2
302541,Robert Lewandowski,24,superPass,1
302545,Robert Lewandowski,24,throwIn,0
302542,Robert Lewandowski,24,unsuccessfulPass,5
302550,Robert Lewandowski,24,unsuccessfulPenalty,0
302543,Robert Lewandowski,24,unsuccessfulTackle,4
302544,Robert Lewandowski,24,yellowCard,1
303521,Robert Lewandowski,25,awardedPenalty,0
303526,Robert Lewandowski,25,blockedGoalShot,0
303522,Robert Lewandowski,25,causedPenalty,0
303498,Robert Lewandowski,25,cross,1
303530,Robert Lewandowski,25,defended,0
303517,Robert Lewandowski,25,doublePack,0
303527,Robert Lewandowski,25,error,0
303513,Robert Lewandowski,25,farCorner,0
303499,Robert Lewandowski,25,foul,1
303514,Robert Lewandowski,25,freeKick,0
303500,Robert Lewandowski,25,goal,1
303531,Robert Lewandowski,25,goalAgainst,0
303512,Robert Lewandowski,25,goalAssist,0
303501,Robert Lewandowski,25,goalMissedFar,1
303518,Robert Lewandowski,25,hattrick,0
303502,Robert Lewandowski,25,interception,1
303529,Robert Lewandowski,25,lostPenalty,0
303516,Robert Lewandowski,25,missedChance,0
303503,Robert Lewandowski,25,offside,2
303520,Robert Lewandowski,25,ownGoal,0
303504,Robert Lewandowski,25,pass,17
303519,Robert Lewandowski,25,penaltyGoal,0
303505,Robert Lewandowski,25,playerOff,1
303525,Robert Lewandowski,25,redCard,0
303528,Robert Lewandowski,25,savedPenalty,0
303524,Robert Lewandowski,25,secondYellowCard,0
303506,Robert Lewandowski,25,shotAtGoal,6
303507,Robert Lewandowski,25,successfulTackle,4
303510,Robert Lewandowski,25,superPass,0
303511,Robert Lewandowski,25,throwIn,0
303508,Robert Lewandowski,25,unsuccessfulPass,6
303515,Robert Lewandowski,25,unsuccessfulPenalty,0
303509,Robert Lewandowski,25,unsuccessfulTackle,5
303523,Robert Lewandowski,25,yellowCard,0
304485,Robert Lewandowski,26,awardedPenalty,0
304490,Robert Lewandowski,26,blockedGoalShot,0
304486,Robert Lewandowski,26,causedPenalty,0
304477,Robert Lewandowski,26,cross,0
304495,Robert Lewandowski,26,defended,0
304463,Robert Lewandowski,26,doublePack,1
304492,Robert Lewandowski,26,error,0
304476,Robert Lewandowski,26,farCorner,0
304464,Robert Lewandowski,26,foul,2
304478,Robert Lewandowski,26,freeKick,0
304465,Robert Lewandowski,26,goal,3
304496,Robert Lewandowski,26,goalAgainst,0
304475,Robert Lewandowski,26,goalAssist,0
304480,Robert Lewandowski,26,goalMissedFar,0
304466,Robert Lewandowski,26,hattrick,1
304479,Robert Lewandowski,26,interception,0
304494,Robert Lewandowski,26,lostPenalty,0
304467,Robert Lewandowski,26,missedChance,1
304491,Robert Lewandowski,26,offside,0
304484,Robert Lewandowski,26,ownGoal,0
304468,Robert Lewandowski,26,pass,16
304483,Robert Lewandowski,26,penaltyGoal,0
304469,Robert Lewandowski,26,playerOff,1
304489,Robert Lewandowski,26,redCard,0
304493,Robert Lewandowski,26,savedPenalty,0
304488,Robert Lewandowski,26,secondYellowCard,0
304481,Robert Lewandowski,26,shotAtGoal,0
304470,Robert Lewandowski,26,successfulTackle,3
304471,Robert Lewandowski,26,superPass,1
304474,Robert Lewandowski,26,throwIn,0
304472,Robert Lewandowski,26,unsuccessfulPass,8
304482,Robert Lewandowski,26,unsuccessfulPenalty,0
304473,Robert Lewandowski,26,unsuccessfulTackle,5
304487,Robert Lewandowski,26,yellowCard,0
305448,Robert Lewandowski,27,awardedPenalty,0
305455,Robert Lewandowski,27,blockedGoalShot,0
305449,Robert Lewandowski,27,causedPenalty,0
305435,Robert Lewandowski,27,cross,0
305460,Robert Lewandowski,27,defended,0
305443,Robert Lewandowski,27,doublePack,0
305457,Robert Lewandowski,27,error,0
305434,Robert Lewandowski,27,farCorner,0
305447,Robert Lewandowski,27,foul,0
305436,Robert Lewandowski,27,freeKick,0
305442,Robert Lewandowski,27,goal,0
305461,Robert Lewandowski,27,goalAgainst,0
305433,Robert Lewandowski,27,goalAssist,0
305438,Robert Lewandowski,27,goalMissedFar,0
305444,Robert Lewandowski,27,hattrick,0
305437,Robert Lewandowski,27,interception,0
305459,Robert Lewandowski,27,lostPenalty,0
305441,Robert Lewandowski,27,missedChance,0
305456,Robert Lewandowski,27,offside,0
305446,Robert Lewandowski,27,ownGoal,0
305429,Robert Lewandowski,27,pass,0
305445,Robert Lewandowski,27,penaltyGoal,0
305452,Robert Lewandowski,27,redCard,0
305458,Robert Lewandowski,27,savedPenalty,0
305451,Robert Lewandowski,27,secondYellowCard,0
305439,Robert Lewandowski,27,shotAtGoal,0
305453,Robert Lewandowski,27,successfulTackle,0
305431,Robert Lewandowski,27,superPass,0
305432,Robert Lewandowski,27,throwIn,0
305430,Robert Lewandowski,27,unsuccessfulPass,0
305440,Robert Lewandowski,27,unsuccessfulPenalty,0
305454,Robert Lewandowski,27,unsuccessfulTackle,0
305450,Robert Lewandowski,27,yellowCard,0
306414,Robert Lewandowski,28,awardedPenalty,0
306421,Robert Lewandowski,28,blockedGoalShot,0
306415,Robert Lewandowski,28,causedPenalty,0
306401,Robert Lewandowski,28,cross,0
306426,Robert Lewandowski,28,defended,0
306409,Robert Lewandowski,28,doublePack,0
306423,Robert Lewandowski,28,error,0
306400,Robert Lewandowski,28,farCorner,0
306413,Robert Lewandowski,28,foul,0
306402,Robert Lewandowski,28,freeKick,0
306408,Robert Lewandowski,28,goal,0
306427,Robert Lewandowski,28,goalAgainst,0
306399,Robert Lewandowski,28,goalAssist,0
306404,Robert Lewandowski,28,goalMissedFar,0
306410,Robert Lewandowski,28,hattrick,0
306403,Robert Lewandowski,28,interception,0
306425,Robert Lewandowski,28,lostPenalty,0
306407,Robert Lewandowski,28,missedChance,0
306422,Robert Lewandowski,28,offside,0
306412,Robert Lewandowski,28,ownGoal,0
306395,Robert Lewandowski,28,pass,0
306411,Robert Lewandowski,28,penaltyGoal,0
306418,Robert Lewandowski,28,redCard,0
306424,Robert Lewandowski,28,savedPenalty,0
306417,Robert Lewandowski,28,secondYellowCard,0
306405,Robert Lewandowski,28,shotAtGoal,0
306419,Robert Lewandowski,28,successfulTackle,0
306397,Robert Lewandowski,28,superPass,0
306398,Robert Lewandowski,28,throwIn,0
306396,Robert Lewandowski,28,unsuccessfulPass,0
306406,Robert Lewandowski,28,unsuccessfulPenalty,0
306420,Robert Lewandowski,28,unsuccessfulTackle,0
306416,Robert Lewandowski,28,yellowCard,0
307378,Robert Lewandowski,29,awardedPenalty,0
307385,Robert Lewandowski,29,blockedGoalShot,0
307379,Robert Lewandowski,29,causedPenalty,0
307365,Robert Lewandowski,29,cross,0
307390,Robert Lewandowski,29,defended,0
307373,Robert Lewandowski,29,doublePack,0
307387,Robert Lewandowski,29,error,0
307364,Robert Lewandowski,29,farCorner,0
307377,Robert Lewandowski,29,foul,0
307366,Robert Lewandowski,29,freeKick,0
307372,Robert Lewandowski,29,goal,0
307391,Robert Lewandowski,29,goalAgainst,0
307363,Robert Lewandowski,29,goalAssist,0
307368,Robert Lewandowski,29,goalMissedFar,0
307374,Robert Lewandowski,29,hattrick,0
307367,Robert Lewandowski,29,interception,0
307389,Robert Lewandowski,29,lostPenalty,0
307371,Robert Lewandowski,29,missedChance,0
307386,Robert Lewandowski,29,offside,0
307376,Robert Lewandowski,29,ownGoal,0
307359,Robert Lewandowski,29,pass,0
307375,Robert Lewandowski,29,penaltyGoal,0
307382,Robert Lewandowski,29,redCard,0
307388,Robert Lewandowski,29,savedPenalty,0
307381,Robert Lewandowski,29,secondYellowCard,0
307369,Robert Lewandowski,29,shotAtGoal,0
307383,Robert Lewandowski,29,successfulTackle,0
307361,Robert Lewandowski,29,superPass,0
307362,Robert Lewandowski,29,throwIn,0
307360,Robert Lewandowski,29,unsuccessfulPass,0
307370,Robert Lewandowski,29,unsuccessfulPenalty,0
307384,Robert Lewandowski,29,unsuccessfulTackle,0
307380,Robert Lewandowski,29,yellowCard,0
308344,Robert Lewandowski,30,awardedPenalty,0
308351,Robert Lewandowski,30,blockedGoalShot,0
308345,Robert Lewandowski,30,causedPenalty,0
308331,Robert Lewandowski,30,cross,0
308356,Robert Lewandowski,30,defended,0
308339,Robert Lewandowski,30,doublePack,0
308353,Robert Lewandowski,30,error,0
308330,Robert Lewandowski,30,farCorner,0
308343,Robert Lewandowski,30,foul,0
308332,Robert Lewandowski,30,freeKick,0
308338,Robert Lewandowski,30,goal,0
308357,Robert Lewandowski,30,goalAgainst,0
308329,Robert Lewandowski,30,goalAssist,0
308334,Robert Lewandowski,30,goalMissedFar,0
308340,Robert Lewandowski,30,hattrick,0
308333,Robert Lewandowski,30,interception,0
308355,Robert Lewandowski,30,lostPenalty,0
308337,Robert Lewandowski,30,missedChance,0
308352,Robert Lewandowski,30,offside,0
308342,Robert Lewandowski,30,ownGoal,0
308325,Robert Lewandowski,30,pass,0
308341,Robert Lewandowski,30,penaltyGoal,0
308348,Robert Lewandowski,30,redCard,0
308354,Robert Lewandowski,30,savedPenalty,0
308347,Robert Lewandowski,30,secondYellowCard,0
308335,Robert Lewandowski,30,shotAtGoal,0
308349,Robert Lewandowski,30,successfulTackle,0
308327,Robert Lewandowski,30,superPass,0
308328,Robert Lewandowski,30,throwIn,0
308326,Robert Lewandowski,30,unsuccessfulPass,0
308336,Robert Lewandowski,30,unsuccessfulPenalty,0
308350,Robert Lewandowski,30,unsuccessfulTackle,0
308346,Robert Lewandowski,30,yellowCard,0
309313,Robert Lewandowski,31,awardedPenalty,0
309317,Robert Lewandowski,31,blockedGoalShot,0
309314,Robert Lewandowski,31,causedPenalty,0
309304,Robert Lewandowski,31,cross,0
309322,Robert Lewandowski,31,defended,0
309309,Robert Lewandowski,31,doublePack,0
309319,Robert Lewandowski,31,error,0
309303,Robert Lewandowski,31,farCorner,0
309291,Robert Lewandowski,31,foul,3
309305,Robert Lewandowski,31,freeKick,0
309292,Robert Lewandowski,31,goal,1
309323,Robert Lewandowski,31,goalAgainst,0
309302,Robert Lewandowski,31,goalAssist,0
309293,Robert Lewandowski,31,goalMissedFar,1
309310,Robert Lewandowski,31,hattrick,0
309306,Robert Lewandowski,31,interception,0
309321,Robert Lewandowski,31,lostPenalty,0
309308,Robert Lewandowski,31,missedChance,0
309318,Robert Lewandowski,31,offside,0
309312,Robert Lewandowski,31,ownGoal,0
309294,Robert Lewandowski,31,pass,11
309311,Robert Lewandowski,31,penaltyGoal,0
309316,Robert Lewandowski,31,redCard,0
309320,Robert Lewandowski,31,savedPenalty,0
309315,Robert Lewandowski,31,secondYellowCard,0
309295,Robert Lewandowski,31,shotAtGoal,1
309296,Robert Lewandowski,31,successfulTackle,3
309300,Robert Lewandowski,31,superPass,0
309301,Robert Lewandowski,31,throwIn,0
309297,Robert Lewandowski,31,unsuccessfulPass,4
309307,Robert Lewandowski,31,unsuccessfulPenalty,0
309298,Robert Lewandowski,31,unsuccessfulTackle,7
309299,Robert Lewandowski,31,yellowCard,1
310281,Robert Lewandowski,32,awardedPenalty,0
310258,Robert Lewandowski,32,blockedGoalShot,1
310282,Robert Lewandowski,32,causedPenalty,0
310275,Robert Lewandowski,32,cross,0
310289,Robert Lewandowski,32,defended,0
310259,Robert Lewandowski,32,doublePack,1
310286,Robert Lewandowski,32,error,0
310274,Robert Lewandowski,32,farCorner,0
310280,Robert Lewandowski,32,foul,0
310276,Robert Lewandowski,32,freeKick,0
310260,Robert Lewandowski,32,goal,2
310290,Robert Lewandowski,32,goalAgainst,0
310261,Robert Lewandowski,32,goalAssist,1
310262,Robert Lewandowski,32,goalMissedFar,3
310263,Robert Lewandowski,32,hattrick,1
310264,Robert Lewandowski,32,interception,1
310288,Robert Lewandowski,32,lostPenalty,0
310278,Robert Lewandowski,32,missedChance,0
310265,Robert Lewandowski,32,offside,2
310279,Robert Lewandowski,32,ownGoal,0
310266,Robert Lewandowski,32,pass,20
310267,Robert Lewandowski,32,penaltyGoal,1
310285,Robert Lewandowski,32,redCard,0
310287,Robert Lewandowski,32,savedPenalty,0
310284,Robert Lewandowski,32,secondYellowCard,0
310268,Robert Lewandowski,32,shotAtGoal,2
310269,Robert Lewandowski,32,successfulTackle,7
310270,Robert Lewandowski,32,superPass,1
310273,Robert Lewandowski,32,throwIn,0
310271,Robert Lewandowski,32,unsuccessfulPass,6
310277,Robert Lewandowski,32,unsuccessfulPenalty,0
310272,Robert Lewandowski,32,unsuccessfulTackle,5
310283,Robert Lewandowski,32,yellowCard,0
279389,Robert Lewandowski,33,awardedPenalty,0
279394,Robert Lewandowski,33,blockedGoalShot,0
279390,Robert Lewandowski,33,causedPenalty,0
279380,Robert Lewandowski,33,cross,0
279398,Robert Lewandowski,33,defended,0
279385,Robert Lewandowski,33,doublePack,0
279395,Robert Lewandowski,33,error,0
279379,Robert Lewandowski,33,farCorner,0
279388,Robert Lewandowski,33,foul,0
279381,Robert Lewandowski,33,freeKick,0
279384,Robert Lewandowski,33,goal,0
279399,Robert Lewandowski,33,goalAgainst,0
279378,Robert Lewandowski,33,goalAssist,0
279367,Robert Lewandowski,33,goalMissedFar,1
279386,Robert Lewandowski,33,hattrick,0
279368,Robert Lewandowski,33,interception,1
279397,Robert Lewandowski,33,lostPenalty,0
279383,Robert Lewandowski,33,missedChance,0
279369,Robert Lewandowski,33,offside,1
279387,Robert Lewandowski,33,ownGoal,0
279370,Robert Lewandowski,33,pass,15
279371,Robert Lewandowski,33,penaltyGoal,1
279393,Robert Lewandowski,33,redCard,0
279396,Robert Lewandowski,33,savedPenalty,0
279392,Robert Lewandowski,33,secondYellowCard,0
279372,Robert Lewandowski,33,shotAtGoal,5
279373,Robert Lewandowski,33,successfulTackle,2
279374,Robert Lewandowski,33,superPass,1
279377,Robert Lewandowski,33,throwIn,0
279375,Robert Lewandowski,33,unsuccessfulPass,7
279382,Robert Lewandowski,33,unsuccessfulPenalty,0
279376,Robert Lewandowski,33,unsuccessfulTackle,2
279391,Robert Lewandowski,33,yellowCard,0
311247,Robert Lewandowski,34,awardedPenalty,0
311252,Robert Lewandowski,34,blockedGoalShot,0
311248,Robert Lewandowski,34,causedPenalty,0
311237,Robert Lewandowski,34,cross,0
311256,Robert Lewandowski,34,defended,0
311242,Robert Lewandowski,34,doublePack,0
311253,Robert Lewandowski,34,error,0
311236,Robert Lewandowski,34,farCorner,0
311246,Robert Lewandowski,34,foul,0
311238,Robert Lewandowski,34,freeKick,0
311225,Robert Lewandowski,34,goal,1
311257,Robert Lewandowski,34,goalAgainst,0
311235,Robert Lewandowski,34,goalAssist,0
311226,Robert Lewandowski,34,goalMissedFar,3
311243,Robert Lewandowski,34,hattrick,0
311239,Robert Lewandowski,34,interception,0
311255,Robert Lewandowski,34,lostPenalty,0
311241,Robert Lewandowski,34,missedChance,0
311227,Robert Lewandowski,34,offside,1
311245,Robert Lewandowski,34,ownGoal,0
311228,Robert Lewandowski,34,pass,22
311244,Robert Lewandowski,34,penaltyGoal,0
311251,Robert Lewandowski,34,redCard,0
311254,Robert Lewandowski,34,savedPenalty,0
311250,Robert Lewandowski,34,secondYellowCard,0
311229,Robert Lewandowski,34,shotAtGoal,8
311230,Robert Lewandowski,34,successfulTackle,11
311233,Robert Lewandowski,34,superPass,0
311234,Robert Lewandowski,34,throwIn,0
311231,Robert Lewandowski,34,unsuccessfulPass,3
311240,Robert Lewandowski,34,unsuccessfulPenalty,0
311232,Robert Lewandowski,34,unsuccessfulTackle,3
311249,Robert Lewandowski,34,yellowCard,0
