is_home,odds_draw,odds_lose,odds_win,weighted_occurences,team_name_normalized,event_type_normalized,position_normalized
0.0,3.72,3.0,2.25,41.0,8,2,1
1.0,3.87,4.03,1.86,50.0,8,2,1
0.0,3.69,2.12,3.29,49.0,8,2,1
1.0,3.85,2.74,2.36,36.0,8,2,1
0.0,3.78,3.28,2.08,50.0,8,2,1
1.0,3.92,3.97,1.84,25.0,8,2,1
0.0,4.2,1.78,4.01,13.0,8,2,1
1.0,4.44,1.65,4.54,21.0,8,2,1
0.0,4.06,1.89,3.69,12.0,8,2,1
1.0,3.75,3.41,2.04,7.0,8,2,1
0.0,4.1,4.44,1.73,3.0,8,2,1
1.0,3.88,4.92,1.71,1.0,8,2,1
0.0,3.49,2.31,3.06,0.0,8,2,1
1.0,3.61,4.48,1.82,0.0,8,2,1
0.0,7.03,1.24,10.22,0.0,8,2,1
1.0,3.81,2.24,2.95,0.0,8,2,1
0.0,4.71,1.49,6.07,0.0,8,2,1
1.0,3.63,3.39,2.09,0.0,8,2,1
0.0,3.38,2.37,3.01,0.0,8,2,1
1.0,3.48,2.38,2.94,0.0,8,2,1
0.0,3.72,2.46,2.68,0.0,8,2,1
1.0,3.71,3.88,1.92,0.0,8,2,1
0.0,3.72,3.66,1.97,0.0,8,2,1
1.0,3.57,2.38,2.87,23.0,8,2,1
0.0,5.03,1.4,7.77,11.0,8,2,1
1.0,3.69,2.21,3.08,5.0,8,2,1
0.0,3.51,2.76,2.5,2.0,8,2,1
1.0,6.72,12.63,1.22,36.0,8,2,1
0.0,3.67,2.68,2.5,44.0,8,2,1
1.0,3.99,3.6,1.94,22.0,8,2,1
1.0,5.48,7.5,1.37,55.0,12,2,3
0.0,3.65,3.03,2.25,32.0,12,2,3
1.0,6.14,10.84,1.26,46.0,12,2,3
0.0,4.52,5.76,1.53,23.0,12,2,3
1.0,4.78,6.34,1.47,42.0,12,2,3
0.0,3.63,2.96,2.31,38.0,12,2,3
1.0,5.24,8.71,1.35,43.0,12,2,3
0.0,3.91,3.76,1.91,43.0,12,2,3
1.0,6.73,13.07,1.22,52.0,12,2,3
0.0,5.27,1.41,6.77,30.0,12,2,3
1.0,5.24,8.4,1.36,30.0,12,2,3
0.0,4.44,4.54,1.65,36.0,12,2,3
1.0,5.57,9.69,1.31,37.0,12,2,3
0.0,4.0,3.9,1.85,37.0,12,2,3
1.0,3.51,3.05,2.3,18.0,12,2,3
0.0,3.6,3.51,2.06,25.0,12,2,3
1.0,4.2,6.87,1.51,39.0,12,2,3
0.0,4.81,7.57,1.41,19.0,12,2,3
1.0,3.6,4.0,1.93,24.0,12,2,3
0.0,5.39,9.24,1.33,37.0,12,2,3
1.0,5.97,11.32,1.26,41.0,12,2,3
0.0,3.96,5.0,1.68,20.0,12,2,3
1.0,4.19,5.12,1.63,10.0,12,2,3
0.0,3.98,5.04,1.67,31.0,12,2,3
1.0,3.79,4.28,1.81,15.0,12,2,3
0.0,4.95,8.83,1.37,43.0,12,2,3
1.0,3.68,2.41,2.78,21.0,12,2,3
0.0,4.79,7.52,1.42,42.0,12,2,3
1.0,5.03,7.77,1.4,35.0,12,2,3
0.0,4.75,7.68,1.42,48.0,12,2,3
1.0,5.14,7.52,1.39,58.0,12,2,3
0.0,3.68,2.19,3.18,56.0,12,2,3
1.0,3.44,3.3,2.21,31.0,12,2,3
0.0,3.89,2.97,2.22,38.0,12,2,3
1.0,3.44,2.43,2.89,0.0,17,2,1
0.0,3.45,3.06,2.3,0.0,17,2,1
1.0,3.56,3.66,2.02,0.0,17,2,1
0.0,3.85,1.86,4.01,0.0,17,2,1
1.0,3.89,5.06,1.69,0.0,17,2,1
0.0,3.47,2.64,2.62,0.0,17,2,1
1.0,3.69,3.29,2.12,0.0,17,2,1
0.0,3.58,3.77,1.99,0.0,17,2,1
1.0,3.64,4.14,1.89,0.0,17,2,1
0.0,3.52,3.55,2.07,0.0,17,2,1
1.0,3.62,2.91,2.34,17.0,17,2,1
0.0,5.56,1.34,8.15,18.0,17,2,1
1.0,3.63,3.01,2.26,10.0,17,2,1
0.0,4.29,1.58,5.4,5.0,17,2,1
0.0,3.31,2.95,2.48,4.0,17,2,1
1.0,3.6,2.06,3.51,14.0,17,2,1
0.0,3.83,4.03,1.86,11.0,17,2,1
0.0,3.63,2.07,3.47,14.0,17,2,1
1.0,3.74,4.13,1.85,16.0,17,2,1
0.0,3.58,4.58,1.82,24.0,17,2,1
1.0,3.48,2.8,2.48,30.0,17,2,1
0.0,3.81,5.27,1.68,25.0,17,2,1
1.0,3.93,4.65,1.73,27.0,17,2,1
0.0,3.48,2.94,2.38,25.0,17,2,1
1.0,5.02,9.39,1.35,28.0,17,2,1
0.0,3.61,4.29,1.85,28.0,17,2,1
1.0,4.2,6.25,1.53,30.0,17,2,1
0.0,3.43,2.41,2.94,28.0,17,2,1
1.0,3.88,1.9,3.8,32.0,17,2,1
0.0,3.78,3.36,2.06,16.0,17,2,1
1.0,3.93,2.12,3.12,19.0,17,2,1
1.0,3.75,4.64,1.78,29.0,17,2,1
0.0,3.44,2.21,3.3,19.0,17,2,1
1.0,4.3,4.81,1.66,24.0,17,2,1
1.0,3.48,2.64,2.62,0.0,16,2,3
0.0,3.44,2.55,2.74,0.0,16,2,3
1.0,3.56,3.3,2.14,0.0,16,2,3
0.0,3.51,2.26,3.12,9.0,16,2,3
1.0,3.72,2.25,3.0,9.0,16,2,3
0.0,4.11,1.75,4.32,4.0,16,2,3
1.0,3.5,2.87,2.44,12.0,16,2,3
0.0,10.28,1.11,19.29,16.0,16,2,3
0.0,3.64,1.89,4.14,17.0,16,2,3
1.0,3.56,2.48,2.73,8.0,16,2,3
0.0,5.24,1.36,8.4,24.0,16,2,3
1.0,4.68,1.5,5.95,33.0,16,2,3
0.0,3.3,2.47,2.94,35.0,16,2,3
1.0,3.29,2.51,2.9,17.0,16,2,3
0.0,4.59,1.47,6.74,19.0,16,2,3
1.0,3.3,3.44,2.2,35.0,16,2,3
0.0,4.15,1.6,5.55,34.0,16,2,3
0.0,3.4,2.15,3.47,17.0,16,2,3
1.0,3.54,3.98,1.95,24.0,16,2,3
0.0,3.19,3.31,2.3,12.0,16,2,3
1.0,3.3,2.51,2.87,36.0,16,2,3
0.0,3.63,2.09,3.39,31.0,16,2,3
1.0,3.76,1.8,4.43,28.0,16,2,3
0.0,3.1,2.91,2.62,21.0,16,2,3
1.0,6.41,1.26,10.28,38.0,16,2,3
1.0,3.61,1.85,4.29,31.0,16,2,3
0.0,3.61,1.94,3.88,35.0,16,2,3
1.0,4.79,1.42,7.52,30.0,16,2,3
0.0,5.05,1.39,7.65,27.0,16,2,3
1.0,3.29,2.38,3.09,43.0,16,2,3
0.0,3.48,1.91,4.24,37.0,16,2,3
1.0,3.8,1.81,4.32,21.0,16,2,3
0.0,3.16,2.59,2.92,10.0,16,2,3
1.0,3.92,2.42,2.67,10.0,16,2,3
0.0,5.48,1.37,7.5,0.0,11,2,3
1.0,3.53,2.84,2.42,0.0,11,2,3
0.0,3.56,2.14,3.37,0.0,11,2,3
1.0,4.35,1.61,5.13,0.0,11,2,3
1.0,4.15,1.67,4.82,0.0,11,2,3
0.0,3.62,2.03,3.61,2.0,11,2,3
1.0,3.48,3.24,2.21,1.0,11,2,3
0.0,3.58,2.09,3.45,0.0,11,2,3
1.0,3.78,2.08,3.28,4.0,11,2,3
0.0,3.46,2.83,2.47,13.0,11,2,3
1.0,3.56,2.82,2.43,18.0,11,2,3
0.0,3.88,1.76,4.55,19.0,11,2,3
1.0,3.3,2.94,2.47,26.0,11,2,3
0.0,10.17,1.11,21.74,13.0,11,2,3
1.0,3.92,1.97,3.51,13.0,11,2,3
0.0,7.2,1.2,13.63,6.0,11,2,3
1.0,3.83,1.86,4.03,3.0,11,2,3
1.0,4.81,1.41,7.57,5.0,11,2,3
0.0,4.11,1.68,4.84,12.0,11,2,3
1.0,3.37,2.28,3.21,6.0,11,2,3
0.0,4.68,1.45,6.7,4.0,11,2,3
0.0,3.96,1.66,5.12,5.0,11,2,3
1.0,3.54,3.49,2.08,19.0,11,2,3
0.0,3.54,3.47,2.11,12.0,11,2,3
1.0,3.32,2.72,2.64,10.0,11,2,3
0.0,3.71,1.92,3.88,6.0,11,2,3
1.0,3.64,4.62,1.8,3.0,11,2,3
0.0,3.26,3.03,2.44,1.0,11,2,3
1.0,3.49,2.89,2.41,0.0,11,2,3
0.0,3.29,3.09,2.38,1.0,11,2,3
1.0,5.81,1.32,8.74,0.0,11,2,3
0.0,4.06,1.83,3.96,0.0,11,2,3
1.0,5.02,1.44,6.61,4.0,11,2,3
0.0,4.3,1.66,4.81,2.0,11,2,3
1.0,4.19,4.91,1.65,24.0,4,2,2
0.0,3.75,2.28,2.96,19.0,4,2,2
1.0,3.62,2.84,2.38,20.0,4,2,2
0.0,3.78,3.16,2.13,19.0,4,2,2
0.0,7.26,1.22,11.2,16.0,4,2,2
1.0,4.11,4.32,1.75,22.0,4,2,2
0.0,3.66,2.67,2.5,21.0,4,2,2
1.0,3.91,1.91,3.76,21.0,4,2,2
0.0,3.52,2.51,2.73,24.0,4,2,2
1.0,4.0,1.93,3.58,17.0,4,2,2
0.0,3.62,2.34,2.91,19.0,4,2,2
1.0,3.7,2.48,2.68,14.0,4,2,2
0.0,3.7,3.7,1.97,19.0,4,2,2
1.0,3.79,2.09,3.26,13.0,4,2,2
0.0,3.92,3.51,1.97,16.0,4,2,2
1.0,4.47,6.1,1.52,22.0,4,2,2
0.0,3.47,2.87,2.43,22.0,4,2,2
0.0,3.78,4.5,1.78,21.0,4,2,2
1.0,3.82,4.4,1.79,24.0,4,2,2
0.0,3.81,2.95,2.24,22.0,4,2,2
1.0,4.47,6.53,1.48,24.0,4,2,2
1.0,4.3,1.78,3.95,20.0,4,2,2
0.0,3.76,4.43,1.8,22.0,4,2,2
1.0,3.79,3.79,1.93,23.0,4,2,2
0.0,3.79,1.81,4.28,19.0,4,2,2
1.0,3.72,4.09,1.86,19.0,4,2,2
0.0,3.99,1.79,4.2,20.0,4,2,2
1.0,3.43,2.94,2.41,15.0,4,2,2
0.0,3.71,2.54,2.61,17.0,4,2,2
1.0,4.86,7.0,1.44,19.0,4,2,2
0.0,3.76,2.28,2.92,32.0,4,2,2
1.0,4.06,3.96,1.83,32.0,4,2,2
0.0,6.92,12.16,1.22,24.0,4,2,2
1.0,4.23,3.07,2.07,12.0,4,2,2
0.0,3.6,2.6,2.59,47.0,8,2,1
1.0,6.93,1.23,10.51,29.0,8,2,1
0.0,3.62,2.38,2.84,41.0,8,2,1
1.0,4.32,1.76,4.03,49.0,8,2,1
0.0,3.72,3.0,2.25,47.0,8,2,1
1.0,3.87,4.03,1.86,60.0,8,2,1
0.0,3.69,2.12,3.29,55.0,8,2,1
1.0,3.85,2.74,2.36,27.0,8,2,1
0.0,3.78,3.28,2.08,13.0,8,2,1
1.0,3.92,3.97,1.84,43.0,8,2,1
0.0,4.2,1.78,4.01,39.0,8,2,1
1.0,4.44,1.65,4.54,45.0,8,2,1
0.0,4.06,1.89,3.69,51.0,8,2,1
1.0,3.75,3.41,2.04,75.0,8,2,1
0.0,4.1,4.44,1.73,68.0,8,2,1
1.0,3.88,4.92,1.71,54.0,8,2,1
0.0,3.49,2.31,3.06,40.0,8,2,1
1.0,3.61,4.48,1.82,20.0,8,2,1
0.0,7.03,1.24,10.22,18.0,8,2,1
1.0,3.81,2.24,2.95,36.0,8,2,1
0.0,4.71,1.49,6.07,32.0,8,2,1
1.0,3.63,3.39,2.09,16.0,8,2,1
0.0,3.38,2.37,3.01,37.0,8,2,1
1.0,3.48,2.38,2.94,18.0,8,2,1
0.0,3.72,2.46,2.68,9.0,8,2,1
1.0,3.71,3.88,1.92,43.0,8,2,1
0.0,3.72,3.66,1.97,50.0,8,2,1
1.0,3.57,2.38,2.87,25.0,8,2,1
0.0,5.03,1.4,7.77,12.0,8,2,1
1.0,3.69,2.21,3.08,6.0,8,2,1
0.0,3.51,2.76,2.5,10.0,8,2,1
1.0,6.72,12.63,1.22,5.0,8,2,1
0.0,3.67,2.68,2.5,14.0,8,2,1
1.0,3.99,3.6,1.94,46.0,8,2,1
1.0,11.59,24.69,1.09,0.0,1,2,3
0.0,6.93,10.51,1.23,4.0,1,2,3
1.0,8.27,15.23,1.16,2.0,1,2,3
0.0,7.73,13.73,1.19,17.0,1,2,3
1.0,7.26,11.2,1.22,17.0,1,2,3
0.0,8.08,13.96,1.18,8.0,1,2,3
0.0,4.19,3.89,1.82,11.0,1,2,3
1.0,10.28,19.29,1.11,20.0,1,2,3
0.0,6.25,8.66,1.3,22.0,1,2,3
1.0,5.27,6.77,1.41,25.0,1,2,3
0.0,6.28,8.51,1.3,28.0,1,2,3
1.0,5.56,8.15,1.34,29.0,1,2,3
0.0,4.08,3.87,1.84,17.0,1,2,3
1.0,10.17,21.74,1.11,8.0,1,2,3
0.0,4.76,4.93,1.59,10.0,1,2,3
1.0,6.92,10.74,1.23,21.0,1,2,3
0.0,7.08,12.19,1.21,20.0,1,2,3
0.0,7.92,13.48,1.18,11.0,1,2,3
1.0,7.03,10.22,1.24,16.0,1,2,3
0.0,5.57,7.09,1.38,20.0,1,2,3
1.0,8.3,15.56,1.16,28.0,1,2,3
0.0,4.3,3.95,1.78,23.0,1,2,3
1.0,7.57,14.09,1.18,11.0,1,2,3
1.0,4.38,4.69,1.65,19.0,1,2,3
0.0,6.41,10.28,1.26,21.0,1,2,3
1.0,6.95,10.48,1.23,15.0,1,2,3
0.0,3.68,2.78,2.41,19.0,1,2,3
1.0,4.68,6.49,1.47,15.0,1,2,3
0.0,3.88,3.8,1.9,11.0,1,2,3
1.0,4.96,6.48,1.45,23.0,1,2,3
0.0,5.81,8.74,1.32,20.0,1,2,3
1.0,5.48,7.64,1.37,23.0,1,2,3
0.0,5.82,8.6,1.32,16.0,1,2,3
1.0,9.9,18.62,1.13,20.0,1,2,3
1.0,3.6,2.59,2.6,13.0,5,2,1
0.0,3.52,2.71,2.53,13.0,5,2,1
1.0,3.86,1.88,3.89,15.0,5,2,1
1.0,3.78,2.13,3.16,16.0,5,2,1
0.0,3.91,1.92,3.75,9.0,5,2,1
1.0,8.08,1.18,13.96,4.0,5,2,1
0.0,3.5,2.44,2.87,2.0,5,2,1
1.0,3.35,2.62,2.72,4.0,5,2,1
0.0,6.57,1.23,11.94,2.0,5,2,1
1.0,3.52,2.07,3.55,1.0,5,2,1
0.0,3.56,2.43,2.82,0.0,5,2,1
1.0,4.02,1.67,4.95,3.0,5,2,1
0.0,5.57,1.31,9.69,1.0,5,2,1
1.0,3.29,3.14,2.35,0.0,5,2,1
0.0,3.6,1.94,3.95,0.0,5,2,1
1.0,3.25,2.29,3.29,9.0,5,2,1
0.0,3.25,2.62,2.79,9.0,5,2,1
0.0,3.61,1.82,4.48,6.0,5,2,1
1.0,3.21,3.39,2.27,3.0,5,2,1
0.0,4.5,1.47,6.78,13.0,5,2,1
0.0,4.47,1.48,6.53,6.0,5,2,1
1.0,3.59,2.08,3.44,12.0,5,2,1
0.0,7.57,1.18,14.09,6.0,5,2,1
1.0,3.1,2.62,2.91,3.0,5,2,1
0.0,3.35,1.96,4.17,5.0,5,2,1
1.0,4.8,1.43,6.99,22.0,5,2,1
0.0,4.2,1.53,6.25,25.0,5,2,1
1.0,3.26,2.44,3.03,19.0,5,2,1
0.0,3.91,1.64,5.55,21.0,5,2,1
1.0,4.75,1.42,7.68,14.0,5,2,1
0.0,3.26,2.91,2.54,7.0,5,2,1
1.0,3.69,3.49,2.05,15.0,5,2,1
0.0,3.28,2.59,2.83,8.0,5,2,1
1.0,5.57,8.01,1.35,4.0,5,2,1
1.0,3.44,2.43,2.89,20.0,17,2,2
0.0,3.45,3.06,2.3,11.0,17,2,2
1.0,3.56,3.66,2.02,17.0,17,2,2
0.0,3.85,1.86,4.01,19.0,17,2,2
1.0,3.89,5.06,1.69,19.0,17,2,2
0.0,3.47,2.64,2.62,16.0,17,2,2
1.0,3.69,3.29,2.12,13.0,17,2,2
0.0,3.58,3.77,1.99,19.0,17,2,2
1.0,3.64,4.14,1.89,20.0,17,2,2
0.0,3.52,3.55,2.07,21.0,17,2,2
1.0,3.62,2.91,2.34,21.0,17,2,2
0.0,5.56,1.34,8.15,17.0,17,2,2
1.0,3.63,3.01,2.26,19.0,17,2,2
0.0,4.29,1.58,5.4,22.0,17,2,2
0.0,3.31,2.95,2.48,17.0,17,2,2
1.0,3.6,2.06,3.51,19.0,17,2,2
0.0,3.83,4.03,1.86,18.0,17,2,2
0.0,3.63,2.07,3.47,20.0,17,2,2
1.0,3.74,4.13,1.85,19.0,17,2,2
0.0,3.58,4.58,1.82,28.0,17,2,2
1.0,3.48,2.8,2.48,31.0,17,2,2
0.0,3.81,5.27,1.68,30.0,17,2,2
1.0,3.93,4.65,1.73,23.0,17,2,2
0.0,3.48,2.94,2.38,24.0,17,2,2
1.0,5.02,9.39,1.35,27.0,17,2,2
0.0,3.61,4.29,1.85,24.0,17,2,2
1.0,4.2,6.25,1.53,24.0,17,2,2
0.0,3.43,2.41,2.94,23.0,17,2,2
1.0,3.88,1.9,3.8,28.0,17,2,2
0.0,3.78,3.36,2.06,19.0,17,2,2
1.0,3.93,2.12,3.12,19.0,17,2,2
1.0,3.75,4.64,1.78,25.0,17,2,2
0.0,3.44,2.21,3.3,25.0,17,2,2
1.0,4.3,4.81,1.66,12.0,17,2,2
1.0,3.48,3.16,2.26,0.0,14,2,1
0.0,3.53,2.42,2.84,0.0,14,2,1
1.0,3.93,1.91,3.7,15.0,14,2,1
0.0,3.81,2.06,3.33,7.0,14,2,1
1.0,3.91,3.75,1.92,3.0,14,2,1
0.0,3.61,3.15,2.23,1.0,14,2,1
1.0,3.66,2.5,2.67,0.0,14,2,1
0.0,3.85,2.36,2.74,0.0,14,2,1
1.0,6.25,1.3,8.66,8.0,14,2,1
0.0,3.56,2.73,2.48,13.0,14,2,1
0.0,4.62,1.51,5.92,16.0,14,2,1
1.0,3.52,3.37,2.14,22.0,14,2,1
0.0,3.63,2.26,3.01,11.0,14,2,1
1.0,4.0,1.85,3.9,9.0,14,2,1
0.0,3.51,3.3,2.18,4.0,14,2,1
1.0,3.77,2.31,2.88,2.0,14,2,1
0.0,3.77,4.32,1.82,1.0,14,2,1
0.0,3.71,2.64,2.51,17.0,14,2,1
1.0,4.11,4.84,1.68,26.0,14,2,1
0.0,3.78,1.99,3.6,28.0,14,2,1
1.0,3.55,3.09,2.25,33.0,14,2,1
0.0,3.59,3.44,2.08,39.0,14,2,1
1.0,4.57,6.2,1.5,34.0,14,2,1
0.0,3.79,1.93,3.79,32.0,14,2,1
1.0,3.72,2.68,2.46,30.0,14,2,1
0.0,6.95,1.23,10.48,46.0,14,2,1
1.0,3.61,3.88,1.94,51.0,14,2,1
1.0,4.0,1.86,3.9,39.0,14,2,1
0.0,3.4,2.3,3.15,48.0,14,2,1
1.0,3.78,2.06,3.36,24.0,14,2,1
0.0,5.14,1.39,7.52,32.0,14,2,1
1.0,3.46,3.25,2.24,38.0,14,2,1
0.0,4.56,1.64,4.6,31.0,14,2,1
1.0,3.89,2.7,2.4,15.0,14,2,1
0.0,3.48,2.62,2.64,9.0,7,2,0
1.0,3.75,2.96,2.28,5.0,7,2,0
0.0,8.27,1.16,15.23,4.0,7,2,0
1.0,3.81,3.33,2.06,3.0,7,2,0
0.0,4.78,1.47,6.34,2.0,7,2,0
1.0,3.47,2.62,2.64,2.0,7,2,0
0.0,3.54,2.91,2.37,5.0,7,2,0
1.0,4.31,1.64,4.87,13.0,7,2,0
0.0,3.87,1.78,4.34,10.0,7,2,0
1.0,3.36,2.76,2.6,9.0,7,2,0
0.0,3.77,1.92,3.81,11.0,7,2,0
1.0,3.88,4.55,1.76,9.0,7,2,0
0.0,3.42,2.6,2.69,10.0,7,2,0
1.0,3.87,4.75,1.72,5.0,7,2,0
0.0,3.58,4.1,1.91,3.0,7,2,0
0.0,3.25,3.29,2.29,6.0,7,2,0
1.0,3.49,3.06,2.31,8.0,7,2,0
1.0,3.4,3.47,2.15,6.0,7,2,0
0.0,3.82,1.79,4.4,13.0,7,2,0
1.0,5.57,1.38,7.09,12.0,7,2,0
0.0,3.55,2.25,3.09,10.0,7,2,0
1.0,3.96,1.68,5.0,12.0,7,2,0
0.0,3.93,1.73,4.65,8.0,7,2,0
1.0,3.47,3.98,1.97,15.0,7,2,0
0.0,4.58,1.5,6.15,15.0,7,2,0
1.0,3.51,2.08,3.5,10.0,7,2,0
0.0,3.22,2.51,2.93,5.0,7,2,0
1.0,3.5,2.26,3.15,6.0,7,2,0
0.0,3.49,2.41,2.89,3.0,7,2,0
1.0,3.61,3.62,2.03,1.0,7,2,0
0.0,4.67,7.0,1.45,0.0,7,2,0
1.0,3.66,4.09,1.89,6.0,7,2,0
1.0,3.28,2.83,2.59,3.0,7,2,0
0.0,3.99,1.94,3.6,1.0,7,2,0
0.0,3.44,2.89,2.43,48.0,9,2,1
1.0,3.65,2.25,3.03,48.0,9,2,1
0.0,3.93,3.7,1.91,24.0,9,2,1
0.0,4.35,5.13,1.61,43.0,9,2,1
1.0,4.18,5.07,1.64,35.0,9,2,1
0.0,3.57,3.71,2.0,39.0,9,2,1
1.0,3.56,2.92,2.36,38.0,9,2,1
0.0,4.34,5.77,1.55,35.0,9,2,1
1.0,3.87,4.34,1.78,40.0,9,2,1
0.0,4.42,6.11,1.52,35.0,9,2,1
1.0,4.2,4.01,1.78,33.0,9,2,1
0.0,4.02,4.95,1.67,16.0,9,2,1
1.0,4.08,1.84,3.87,8.0,9,2,1
0.0,3.79,3.26,2.09,4.0,9,2,1
1.0,4.59,6.74,1.47,8.0,9,2,1
0.0,3.44,3.25,2.24,4.0,9,2,1
1.0,3.75,2.19,3.11,16.0,9,2,1
1.0,3.63,3.47,2.07,18.0,9,2,1
0.0,3.6,1.93,4.0,9.0,9,2,1
1.0,3.78,3.6,1.99,4.0,9,2,1
1.0,4.68,6.7,1.45,2.0,9,2,1
0.0,3.94,5.2,1.66,1.0,9,2,1
1.0,3.61,4.37,1.84,0.0,9,2,1
0.0,3.48,2.61,2.65,0.0,9,2,1
1.0,4.98,8.18,1.38,0.0,9,2,1
0.0,3.51,3.5,2.08,0.0,9,2,1
1.0,6.48,12.45,1.23,0.0,9,2,1
0.0,3.57,2.87,2.38,0.0,9,2,1
1.0,3.91,5.55,1.64,0.0,9,2,1
0.0,4.96,1.45,6.48,0.0,9,2,1
1.0,3.76,2.92,2.28,0.0,9,2,1
0.0,3.8,4.32,1.81,0.0,9,2,1
1.0,3.71,4.12,1.88,0.0,9,2,1
0.0,4.63,1.55,5.45,0.0,9,2,1
0.0,4.36,1.63,4.91,18.0,10,2,3
1.0,4.61,7.3,1.44,36.0,10,2,3
0.0,3.86,3.89,1.88,32.0,10,2,3
1.0,3.85,4.01,1.86,25.0,10,2,3
0.0,4.15,4.82,1.67,26.0,10,2,3
1.0,3.63,2.31,2.96,15.0,10,2,3
0.0,3.56,2.36,2.92,24.0,10,2,3
1.0,4.65,6.08,1.5,23.0,10,2,3
1.0,5.3,8.36,1.35,16.0,10,2,3
0.0,3.7,3.67,1.98,26.0,10,2,3
1.0,3.77,3.81,1.92,14.0,10,2,3
0.0,3.7,2.68,2.48,18.0,10,2,3
1.0,4.06,3.69,1.89,24.0,10,2,3
0.0,4.17,5.62,1.59,34.0,10,2,3
1.0,4.76,1.59,4.93,27.0,10,2,3
0.0,3.77,2.88,2.31,24.0,10,2,3
1.0,4.15,5.55,1.6,20.0,10,2,3
1.0,3.74,2.11,3.26,28.0,10,2,3
0.0,3.38,3.28,2.24,16.0,10,2,3
1.0,4.5,6.78,1.47,30.0,10,2,3
0.0,3.48,2.48,2.8,28.0,10,2,3
1.0,3.96,5.12,1.66,28.0,10,2,3
0.0,4.19,1.63,5.12,15.0,10,2,3
1.0,3.48,2.65,2.61,7.0,10,2,3
0.0,3.73,4.19,1.86,29.0,10,2,3
0.0,4.6,6.85,1.46,33.0,10,2,3
1.0,3.92,4.16,1.81,34.0,10,2,3
0.0,3.5,3.15,2.26,28.0,10,2,3
1.0,3.71,2.61,2.54,14.0,10,2,3
0.0,3.69,3.08,2.21,7.0,10,2,3
1.0,3.87,5.88,1.62,3.0,10,2,3
0.0,5.48,1.37,7.64,6.0,10,2,3
1.0,4.56,4.6,1.64,23.0,10,2,3
0.0,3.92,2.67,2.42,31.0,10,2,3
0.0,3.25,2.34,3.19,0.0,0,2,3
1.0,4.82,1.43,6.99,0.0,0,2,3
0.0,3.56,2.02,3.66,0.0,0,2,3
1.0,4.52,1.53,5.76,0.0,0,2,3
0.0,4.18,1.64,5.07,0.0,0,2,3
1.0,3.62,3.61,2.03,0.0,0,2,3
1.0,3.54,2.37,2.91,2.0,0,2,3
0.0,4.65,1.5,6.08,1.0,0,2,3
1.0,3.43,2.91,2.42,6.0,0,2,3
0.0,3.92,1.84,3.97,15.0,0,2,3
1.0,3.6,3.98,1.92,10.0,0,2,3
0.0,3.18,2.87,2.58,10.0,0,2,3
1.0,3.7,1.97,3.7,5.0,0,2,3
0.0,3.29,2.35,3.14,2.0,0,2,3
1.0,3.51,2.18,3.3,1.0,0,2,3
0.0,3.3,2.2,3.44,1.0,0,2,3
1.0,7.08,1.21,12.19,8.0,0,2,3
1.0,3.38,2.11,3.61,4.0,0,2,3
0.0,6.34,1.26,10.8,2.0,0,2,3
1.0,3.58,1.82,4.58,13.0,0,2,3
0.0,5.97,1.26,11.32,10.0,0,2,3
1.0,3.94,1.66,5.2,11.0,0,2,3
0.0,3.54,2.08,3.49,10.0,0,2,3
0.0,3.47,1.97,3.98,12.0,0,2,3
1.0,3.73,1.86,4.19,10.0,0,2,3
0.0,3.55,1.96,3.89,9.0,0,2,3
1.0,3.72,1.97,3.66,4.0,0,2,3
0.0,3.34,3.22,2.29,4.0,0,2,3
1.0,3.21,2.98,2.49,2.0,0,2,3
0.0,4.86,1.44,7.0,9.0,0,2,3
1.0,3.26,2.54,2.91,4.0,0,2,3
0.0,3.46,2.24,3.25,5.0,0,2,3
1.0,3.16,2.92,2.59,6.0,0,2,3
0.0,9.9,1.13,18.62,27.0,0,2,3
0.0,5.48,1.37,7.5,22.0,11,2,3
1.0,3.53,2.84,2.42,23.0,11,2,3
0.0,3.56,2.14,3.37,11.0,11,2,3
1.0,4.35,1.61,5.13,5.0,11,2,3
1.0,4.15,1.67,4.82,6.0,11,2,3
0.0,3.62,2.03,3.61,3.0,11,2,3
1.0,3.48,3.24,2.21,10.0,11,2,3
0.0,3.58,2.09,3.45,15.0,11,2,3
1.0,3.78,2.08,3.28,17.0,11,2,3
0.0,3.46,2.83,2.47,18.0,11,2,3
1.0,3.56,2.82,2.43,9.0,11,2,3
0.0,3.88,1.76,4.55,8.0,11,2,3
1.0,3.3,2.94,2.47,9.0,11,2,3
0.0,10.17,1.11,21.74,7.0,11,2,3
1.0,3.92,1.97,3.51,12.0,11,2,3
0.0,7.2,1.2,13.63,10.0,11,2,3
1.0,3.83,1.86,4.03,11.0,11,2,3
1.0,4.81,1.41,7.57,12.0,11,2,3
0.0,4.11,1.68,4.84,6.0,11,2,3
1.0,3.37,2.28,3.21,8.0,11,2,3
0.0,4.68,1.45,6.7,7.0,11,2,3
0.0,3.96,1.66,5.12,7.0,11,2,3
1.0,3.54,3.49,2.08,15.0,11,2,3
0.0,3.54,3.47,2.11,16.0,11,2,3
1.0,3.32,2.72,2.64,15.0,11,2,3
0.0,3.71,1.92,3.88,14.0,11,2,3
1.0,3.64,4.62,1.8,15.0,11,2,3
0.0,3.26,3.03,2.44,14.0,11,2,3
1.0,3.49,2.89,2.41,7.0,11,2,3
0.0,3.29,3.09,2.38,12.0,11,2,3
